year,unitid,inst_name,address,state_abbr,zip,phone_number,city,county_name,offering_highest_level,region,inst_control,institution_level,sector,fips,chief_admin_name,chief_admin_title,hbcu,primarily_postsecondary,hospital,medical_degree,tribal_college,ein,urban_centric_locale,opeid,offering_highest_degree,currently_active_ipeds,date_closed,duns,title_iv_indicator,offering_undergrad,offering_grad,inst_status,newid,year_deleted,url_school,degree_granting,open_public,postsec_public_active,postsec_public_active_title_iv,inst_system_flag,inst_system_name,reporting_method,inst_category,land_grant,inst_size,inst_alias,url_fin_aid,url_application,cbsa,cbsa_type,csa,necta,comparison_group,longitude,latitude,county_fips,congress_district_id,cc_basic_2010,cc_instruc_undergrad_2010,cc_instruc_grad_2010,cc_undergrad_2010,cc_enroll_2010,cc_size_setting_2010,cc_basic_2000,url_netprice,comparison_group_custom,url_veterans,url_athletes,cc_basic_2015,cc_instruc_undergrad_2015,cc_instruc_grad_2015,cc_undergrad_2015,cc_enroll_2015,cc_basic_2018,cc_instruc_undergrad_2018,cc_instruc_grad_2018,cc_undergrad_2018,cc_enroll_2018,cc_size_setting_2018,cc_basic_2021,cc_instruc_undergrad_2021,cc_instruc_grad_2021,cc_undergrad_2021,cc_enroll_2021,cc_size_setting_2021,cc_size_setting_2015,url_disability_services,ueis
2022,100858,Auburn University, ,AL,36849,3348444000,Auburn,Lee County,9,5,1,4,1,1,Chris Roberts,President,0,1,0,1,0,636000724,13,00100900,11,1,-2,,1,1,1,1,-2,-2,www.auburn.edu/,1,1,1,1,1,Auburn University,1,2,1,5, ,www.auburn.edu/administration/business-finance/finaid/,www.auburn.edu/admissions/,12220,1,194,,91,-85.488258,32.599378,1081,103,16,-1,-1,-1,-1,-1,15,https://www.auburn.edu/admissions/costcalc/freshman.html,1,veterans.auburn.edu/,https://auburn.edu/administration/ir/factbook/retention-performance/athlete-graduation-rates.html,16,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,15,17,14,14,4,15,-1,cws.auburn.edu/accessibility,DMQNDJDHTDG4
2022,100937,Birmingham-Southern College,900 Arkadelphia Road,AL,35254,2052264600,Birmingham,Jefferson County,5,5,2,4,2,1,Mr. Daniel Coleman,President,0,1,0,0,0,630708730,12,00101200,30,1,-2,,1,1,0,1,-2,-2,www.bsc.edu/,1,1,1,1,0,-2,1,2,0,1,BSC,https://www.bsc.edu/fp/index.html,https://www.bsc.edu/admission/apply.html,13820,1,142,,132,-86.850552,33.513774,1073,107,21,-1,-1,-1,-1,-1,31,www.bsc.edu/fp/np-calculator.cfm,1,https://www.bsc.edu/fp/veterans.html,https://www.bsc.edu/ire/student-consumer-information.html,21,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,21,9,0,12,2,11,-1,https://www.bsc.edu/campus/accomodations/index.html,L9NKL7V8CKY5
2022,101028,Chattahoochee Valley Community College,2602 College Drive,AL,36869,3342914900,Phenix City,Russell County,3,5,1,2,4,1,Jacqueline Screws,President,0,1,-2,0,0,630657380,41,01218200,40,1,-2,,1,1,0,1,-2,-2,https://www.cv.edu/,1,1,1,1,1,Alabama Community College System,1,4,0,2,CVCC,https://www.cv.edu/financial-aid/,https://chattahoocheevalley.force.com/apply/TX_SiteLogin?startURL=%2Fapply%2FTargetX_Portal__PB,17980,1,194,,70,-85.031485,32.42391,1113,103,2,-1,-1,-1,-1,-1,40,https://external.cv.edu/npc/index.html,0,https://www.cv.edu/veterans-information/veterans-benefits/,https://www.cv.edu/about/consumer-information/,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,4,2,0,2,1,2,-1,https://www.cv.edu/student-resources/ada/,MEKHN5CB73Z3
2022,101116,South University-Montgomery,5355 Vaughn Rd,AL,36116,3343958800,Montgomery,Montgomery County,9,5,3,4,3,1,Kandis R. Steele,Dean of Academic Affairs and Retention,0,1,0,0,0,630314610,12,01303906,13,1,-2,,1,1,1,1,-2,-2,www.southuniversity.edu/,1,1,1,1,1,South University - Member LLC,1,2,0,1, ,www.southuniversity.edu/admissions/financial-aid,www.southuniversity.edu/admissions/admission-info/applying,33860,1,388,,199,-86.216488,32.342684,1101,102,23,-1,-1,-1,-1,-1,40,www.southuniversity.edu/montgomery/net-price-calculator,1,www.southuniversity.edu/Admissions/Military/military-faqs, ,22,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,22,20,7,7,4,6,-1,www.southuniversity.edu/~/media/Files/SCI-Pages/disability-services-su.pdf,YJAHL2YJ7WS1
2022,101143,Enterprise State Community College,600 Plaza Drive,AL,36330-1300,3343472623,Enterprise,Coffee County,3,5,1,2,4,1,Danny Long,President,0,1,-2,0,0,630504851,32,00101500,40,1,-2,,1,1,0,1,-2,-2,www.escc.edu/,1,1,1,1,1,Alabama Community College System,1,4,0,2,Enterprise-Ozark Community College   Enterprise State Junior College,www.escc.edu/admissions/financial-aid-admissions/,https://www.escc.edu/admissions/,21460,2,-2,,64,-85.836956,31.297496,1031,102,2,-1,-1,-1,-1,-1,40,https://www.escc.edu/netprice/npcalc.htm,0,https://www.escc.edu/admissions/financial-aid-admissions/,www.escc.edu/consumer-information/,8,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,2,1,0,2,1,2,-1,www.escc.edu/,CDVSG3NKJ1D7
2022,101161,Coastal Alabama Community College,1900 U S Highway 31 South,AL,36507-2698,2515802100,Bay Minette,Baldwin County,3,5,1,2,4,1,Craig Pouncey,President,0,1,-2,0,0,630501805,32,00106000,40,1,-2,,1,1,0,1,-2,-2,www.coastalalabama.edu/,1,1,1,1,1,Alabama Community College System,1,4,0,3, ,www.coastalalabama.edu/financial_aid/,www.coastalalabama.edu/apply/,19300,1,380,,68,-87.778193,30.851343,1003,101,5,-1,-1,-1,-1,-1,40,www.coastalalabama.edu/about/consumer_information/net_price_calculator/,1,www.coastalalabama.edu/veterans/,www.coastalalabama.edu/catalog.student-right-to-know,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,4,2,0,2,1,3,-1,www.coastalalabama.edu/,JK46KBHMQGE5
2022,101189,Faulkner University,5345 Atlanta Hwy,AL,36109-3390,3342725820,Montgomery,Montgomery County,9,5,2,4,2,1,Mitch Henry,President,0,1,0,0,0,630329409,12,00100300,11,1,-2,,1,1,1,1,-2,-2,www.faulkner.edu/,1,1,1,1,0,-2,1,2,0,2,Faulkner,www.faulkner.edu/undergrad/tuition-financial-aid/,applynow.myfaulkner.org/inquiryform,33860,1,388,,111,-86.21641,32.384181,1101,102,22,-1,-1,-1,-1,-1,32,www.faulkner.edu/net-price-calculator/,0,www.faulkner.edu/graduate/military-and-veterans-services-2/,https://www.faulkner.edu/undergrad/tuition-financial-aid/financial-aid-policies/student-rights-and-responsibilities/,20,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,18,19,16,7,5,10,-1,https://www.faulkner.edu/undergrad/student-life/living-on-campus/student-services/center-for-disability-services/,X4N7WEDBEKK4
2022,101240,Gadsden State Community College,1001 George Wallace Dr,AL,35903,2565498200,Gadsden,Etowah County,3,5,1,2,4,1,Dr. Kathy L. Murphy,President,1,1,-2,0,0,630501425,13,00101700,40,1,-2,,1,1,0,1,-2,-2,www.gadsdenstate.edu/,1,1,1,1,1,Alabama Community College System,1,4,0,2,GSCC | Gadsden State | Gadsden Community College,www.gadsdenstate.edu/admissions-aid/financial-aid.cms,https://www.gadsdenstate.edu/admissions-aid/apply.cms,23460,1,-2,,77,-85.991438,33.994001,1055,104,3,-1,-1,-1,-1,-1,40,www.gadsdenstate.edu/admissions-aid/net-price-calculator.cms,0,www.gadsdenstate.edu/admissions-aid/veterans-benefits.cms,https://www.gadsdenstate.edu/skins/userfiles/files/Student Right to Know Athletics 2021.pdf,8,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,7,3,0,2,1,3,-1,www.gadsdenstate.edu/students/ada.cms,F52PB51ZU3T4
2022,101277,New Beginning College of Cosmetology,421 Martling Road,AL,35951,2568786430,Albertville,Marshall County,2,5,3,1,9,1,Amanda Baugh,DIRECTOR,0,1,-2,0,0,202711032,32,04187200,0,1,-2,,1,1,0,1,-2,-2,www.nbccosmetology.com/,0,1,1,1,0,-2,2,6,0,1, , , ,10700,2,-2,,35,-86.196931,34.27871,1095,104,-2,-1,-1,-1,-1,-1,-2,nbccosmetology.com/wp-content/themes/nbc/nbc_zonemap/,1, , ,-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,www.nbccosmetology.com/, 
2022,101286,George C Wallace Community College-Dothan,1141 Wallace Drive,AL,36303-9234,3349833521,Dothan,Dale County,3,5,1,2,4,1,Linda C Young,President,0,1,-2,0,0,630507618,13,00101800,40,1,-2,,1,1,0,1,-2,-2,www.wallace.edu/,1,1,1,1,1,Alabama Community College System,1,4,0,2,WALLACE DOTHAN|WCCD,www.wallace.edu/financial-aid/,www.wallace.edu/admissions/,37120,2,222,,77,-85.465836,31.315274,1045,102,2,-1,-1,-1,-1,-1,40,www.wallace.edu/npcalc/,0,www.wallace.edu/veterans-affairs/,www.wallace.edu/about/consumer-information/,7,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,7,3,0,1,1,3,-1,www.wallace.edu/campus-life-resources/disability-support-services/,RSMDGHDC3DC6
2022,101295,George C Wallace State Community College-Hanceville,801 Main St NW,AL,35077-2000,2563528000,Hanceville,Cullman County,3,5,1,2,4,1,Vicki P. Karolewics,President,0,1,-2,0,0,630498828,32,00787100,40,1,-2,,1,1,0,1,-2,-2,https://www.wallacestate.edu/,1,1,1,1,1,Alabama Community College System,1,4,0,3,Wallace State Community College Wallace State - Hanceville,https://www.wallacestate.edu/financial-aid/index.html,https://www.wallacestate.edu/register-now/index.html,18980,2,142,,77,-86.781935,34.072439,1043,104,2,-1,-1,-1,-1,-1,40,https://www.wallacestate.edu/financial-aid/net-price-calculator.html,1,https://www.wallacestate.edu/financial-aid/veterans-affairs.html,https://www.wallacestate.edu/consumer-information.html,7,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,7,3,0,2,1,3,-1,https://www.wallacestate.edu/non-discrimination/,WM9JND4S9LC5
2022,101301,George C Wallace State Community College-Selma,3000 Earl Goodwin Parkway,AL,36702-2808,3348769227,Selma,Dallas County,3,5,1,2,4,1,Dr. James M. Mitchell,President,0,1,-2,0,0,630600375,32,00569900,40,1,-2,,1,1,0,1,-2,-2,https://www.wccs.edu/,1,1,1,1,1,Alabama Community College System,1,4,0,2,Wallace Community College Selma,https://www.wccs.edu/financial-aid,https://www.wccs.edu/apply,42820,2,388,,73,-87.013294,32.445917,1047,107,2,-1,-1,-1,-1,-1,40,https://www.wccs.edu/financial-aid/netprice-calculator,0,https://www.wccs.edu/programs/student-success-coaches/veterans-affairs, ,9,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,5,2,0,1,1,2,-1,https://www.wccs.edu/about/consumer-student-information,JEYJLCR37MH6
2022,101365,Herzing University-Birmingham,280 West Valley Ave,AL,35209,2059162800,Birmingham,Jefferson County,8,5,2,4,2,1,Sarah Higgins,President,0,1,0,0,0,271503981,21,00962107,20,1,-2,,1,1,1,1,-2,-2,https://www.herzing.edu/,1,1,1,1,1,"Herzing University, LTD.",1,3,0,1, ,https://www.herzing.edu/,https://www.herzing.edu/,13820,1,142,,159,-86.832465,33.468466,1073,107,22,-1,-1,-1,-1,-1,40,https://www.herzing.edu/tuition-financial-aid/net-price-calculator,0,https://www.herzing.edu/tuition-financial-aid/types-financial-aid/military-veteran-benefits, ,23,-1,-1,-1,-1,23,-1,-1,-1,-1,-1,26,19,2,5,3,6,-1,https://www.herzing.edu/services-disabled-students,JDF5MPY3N5T3
2022,101435,Huntingdon College,1500 East Fairview Avenue,AL,36106-2148,3348334497,Montgomery,Montgomery County,7,5,2,4,2,1,J. Cameron West,President,0,1,0,0,0,630288841,12,00101900,20,1,-2,,1,1,1,1,-2,-2,www.huntingdon.edu/,1,1,1,1,0,-2,1,2,0,1, ,www.huntingdon.edu/admission-aid/student-financial-services/,www.huntingdon.edu/admission-aid/traditional-admission/,33860,1,388,,138,-86.284366,32.351034,1101,102,22,-1,-1,-1,-1,-1,31,www.huntingdon.edu/admission-aid/student-financial-services/net-price-calculator/,1, , ,22,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,22,15,0,10,2,8,-1,www.huntingdon.edu/academics/academic-resources/disability-services/,MACKQAP6KNW6
2022,101453,Heritage Christian University,3625 Helton Dr,AL,35630-9977,2567666610,Florence,Lauderdale County,7,5,2,4,2,1,W. Kirk Brothers,President,0,1,0,0,0,237013287,13,02199700,20,1,-2,,1,1,1,1,-2,-2,www.hcu.edu/,1,1,1,1,0,-2,1,2,0,1, ,www.hcu.edu/admission-aid/financial-aid/,www.hcu.edu/admissions/apply-now/,22520,1,-2,,145,-87.663051,34.856153,1077,105,24,-1,-1,-1,-1,-1,51,www.hcu.edu/netpricecalculator/,1,www.hcu.edu/admissions/financial-aid/veterans/, ,24,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,24,18,3,5,5,6,-1,www.hcu.edu/consumer-information/,MYJFHUU6FSH4
2022,101462,J. F. Drake State Community and Technical College,3421 Meridian St N,AL,35811,2565398161,Huntsville,Madison County,3,5,1,2,4,1,Dr. Patricia Sims,President,1,1,-2,0,0,630439942,12,00526000,40,1,-2,,1,1,0,1,-2,-2,https://www.drakestate.edu/,1,1,1,1,1,Alabama Community College System,1,4,0,1,Drake State,https://www.drakestate.edu/admissions/financial-aid,https://drakestate.force.com/apply/TX_SiteLogin?startURL=%2Fapply%2FTargetX_Portal__PB,26620,1,290,,82,-86.572885,34.771858,1089,105,1,-1,-1,-1,-1,-1,40,https://www.drakestate.edu/NetPriceCalculator.html,1,https://www.drakestate.edu/current-students/veteran-and-military-affairs/faqs#How to apply 03, ,9,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,8,3,0,1,1,1,-1,https://www.drakestate.edu/current-students/disability-support-services,Y6RMRVLNFZK1
2022,101471,J F Ingram State Technical College,5375 Ingram Rd,AL,36022,33428551773249,Deatsville,Elmore County,3,5,1,2,4,1,Annette Funderburk,President,0,1,-2,0,0,630506768,21,03002500,40,1,-2,,1,1,0,1,-2,-2,www.istc.edu/,1,1,1,1,1,Alabama Community College System,1,4,0,1,ISTC, , ,33860,1,388,,173,-86.392369,32.582312,1051,102,1,-1,-1,-1,-1,-1,40,istc.edu/NetPrice/,0, , ,8,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,www.istc.edu/, 
2022,101480,Jacksonville State University,700 Pelham Road North,AL,36265,2567825781,Jacksonville,Calhoun County,9,5,1,4,1,1,Don Killingsworth,President,0,1,0,0,0,636001099,23,00102000,11,1,-2,,1,1,1,1,-2,-2,www.jsu.edu/,1,1,1,1,0,-2,1,2,0,3, ,www.jsu.edu/finaid/,www.jsu.edu/undergraduate/apply/index.html,11500,1,-2,,105,-85.765321,33.822938,1015,103,18,-1,-1,-1,-1,-1,21,www.jsu.edu/finaid/,0,www.jsu.edu/post-trad/index.html,www.jsugamecocksports.com/sports/2008/6/2/Compliance.aspx?tab=compliance,18,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,18,16,4,11,4,13,-1,www.jsu.edu/dss/,D7N5GMCLAMT8
2022,101505,Jefferson State Community College,2601 Carson Rd,AL,35215-3098,2058531200,Birmingham,Jefferson County,3,5,1,2,4,1,Keith Brown,President,0,1,-2,0,0,630501357,12,00102200,40,1,-2,,1,1,0,1,-2,-2,www.jeffersonstate.edu/,1,1,1,1,1,Alabama Community College System,1,4,0,3,Jeff State | JSCC | Jefferson State,www.jeffersonstate.edu/financial-aid/,www.jeffersonstate.edu/admissions/application-types-2/,13820,1,142,,80,-86.707233,33.652535,1073,106,7,-1,-1,-1,-1,-1,40,www.jeffersonstate.edu/financial-aid/net-price-calculator/,1,www.jeffersonstate.edu/financial/veterans/, ,5,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,8,3,0,1,1,3,-1,https://library.jeffersonstate.edu/ADA,V5LPAH7EBJK1
2022,101514,John C Calhoun State Community College,6250 U S Highway 31 N,AL,35671,2563062500,Tanner,Limestone County,3,5,1,2,4,1,Dr. Jimmy Hodges,President,0,1,-2,0,0,630505871,41,00101300,40,1,-2,,1,1,0,1,-2,-2,https://calhoun.edu/,1,1,1,1,1,Alabama Community College System,1,4,0,3,Calhoun Community College,https://calhoun.edu/student-services/financial-aid/,https://calhoun.edu/student-services/calhoun-admissions-records/5-simple-steps/,26620,1,290,,71,-86.949674,34.645844,1083,105,3,-1,-1,-1,-1,-1,40,https://calhoun.edu/student-services/financial-aid/net-price-calculator/,1,https://calhoun.edu/student-services/financial-aid/veterans-benefits/,https://calhoun.edu/overview/consumer-information/,5,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,5,2,0,1,1,3,-1,https://calhoun.edu/student-services/student-disability-services/,ZTVHKDEBJ1Y5
2022,101569,Lawson State Community College,3060 Wilson Rd SW,AL,35221-1717,2059252515,Birmingham,Jefferson County,3,5,1,2,4,1,Dr. Cynthia Anthony,President,1,1,-2,0,0,630641064,12,00105900,40,1,-2,,1,1,0,1,-2,-2,www.lawsonstate.edu/,1,1,1,1,1,Alabama Community College System,1,4,0,2, ,www.lawsonstate.edu/financial_aid.aspx,www.lawsonstate.edu/admissions_records/admissions_information/admission_procedures_for_all_students.aspx,13820,1,142,,69,-86.888844,33.450814,1073,107,7,-1,-1,-1,-1,-1,40,www.lawsonstate.edu/disclosure_and_consumer_information/general_institutional_information/net_price_calculator.aspx,1,www.lawsonstate.edu/financial_aid/getting_started/veterans_benefits.aspx, ,5,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,4,2,0,2,1,2,-1,www.lawsonstate.edu/student_services/disability_services_ada.aspx,MNM8WLBH5DZ5
2022,101587,University of West Alabama,Station One,AL,35470,2056523400,Livingston,Sumter County,9,5,1,4,1,1,Dr. Ken Tucker,President,0,1,0,0,0,636001100,43,00102400,12,1,-2,,1,1,1,1,-2,-2,www.uwa.edu/,1,1,1,1,0,-2,1,2,0,3,UWA,https://www.uwa.edu/admissions/undergraduate/financialaid,https://www.uwa.edu/apply,-2,-2,-2,,107,-88.186329,32.588132,1119,107,18,-1,-1,-1,-1,-1,21,secure.uwa.edu/calculator/,1, ,https://catalog.uwa.edu/content.php?catoid=35&navoid=1581&hl=Student+Right+to+Know&returnto=search,18,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,18,13,4,7,6,13,-1,https://www.uwa.edu/americandisabilityact,NYQJM58LU2K3
